geolocation_city,geolocation_lat,geolocation_lng,count
belo horizonte,-19.93970111157595,-43.9586535231693,2
belo horizonte,-19.958806943082696,-43.957275287810525,2
belo horizonte,-19.91935390259096,-43.96485788565408,2
belo horizonte,-19.93281792423104,-43.98063880919263,2
belo horizonte,-19.932596802094857,-43.96217829072655,2
belo horizonte,-19.93535281155857,-43.954718830284456,2
belo horizonte,-19.82656711145136,-43.95072797475849,2
belo horizonte,-19.94709575936295,-43.97184669579902,2
belo horizonte,-19.93149985873388,-43.961796078683136,2
belo horizonte,-19.967363874545576,-43.96636558410748,2
belo horizonte,-19.970103765648457,-43.966668840520846,2
belo horizonte,-19.968822586733225,-43.969871268798,2
belo horizonte,-19.96608704801202,-43.967423819031744,2
recife,-8.03466709325409,-34.9000364650297,2
recife,-8.031958553984632,-34.90818718526744,2
recife,-8.036434267557249,-34.885435290178286,2
recife,-8.029929393848395,-34.91546413059031,2
recife,-8.038789794621692,-34.898357996941584,2
recife,-8.027416775535958,-34.88434019388398,2
recife,-8.015284760199663,-34.92998903067112,2
guaiba,-30.10816446931989,-51.31816758254667,2
guaiba,-30.124810958667087,-51.34017335425653,2
guaiba,-30.106629503462447,-51.31400282653354,2
guaiba,-30.109504484044063,-51.32543993574357,2
guaiba,-30.093141091875165,-51.33969037056323,2
guaiba,-30.1151007238444,-51.33065298903571,2
guaiba,-30.120601494864108,-51.33642441869114,2
recife,-8.04873594754457,-34.912340747994634,2
recife,-8.03604874493622,-34.903394696087474,2
recife,-8.035405082982304,-34.89826583305441,2
guadalupe,-6.854492999999945,-43.71808399999995,2
recife,-8.032940356307058,-34.89837606496968,2
recife,-8.045423088262432,-34.89192803067112,2
recife,-8.040077999999994,-34.8958758141843,2
recife,-8.030093248687137,-34.9170387223152,2
recife,-8.101667512934759,-34.92592519966185,2
recife,-8.047953523457752,-34.89834252178432,2
recife,-8.037418494864102,-34.88634779516994,2
recife,-8.045610066333893,-34.895122323619375,2
recife,-8.03943336303305,-34.91241262822437,2
recife,-8.037965746521648,-34.90081653360485,2
recife,-8.035974147094505,-34.89649445184373,2
recife,-8.03733868887412,-34.899583683593995,2
recife,-8.046511239800338,-34.897120171388984,2
recife,-8.04465322675859,-34.896786286427385,2
recife,-8.037609946707853,-34.91537185206877,2
recife,-8.029420805441726,-34.9181486559813,2
recife,-8.04714997807145,-34.894340465722195,2
guaicara,-21.611476049510195,-49.79970502393625,2
guaicara,-21.62450728925231,-49.79801297833681,2
recife,-8.029825753534563,-34.9205831508454,2
recife,-8.040580019706836,-34.89293347446477,2
recife,-8.029237610046751,-34.916903413266766,2
recife,-8.040431483207346,-34.91307661143171,2
recife,-8.037886379681472,-34.90076866610884,2
recife,-8.031884846240398,-34.90472269900167,2
recife,-8.047912949049845,-34.89809836842484,2
recife,-8.038535983351697,-34.8965504194806,2
recife,-8.036009085565784,-34.8936000593763,2
recife,-8.032833219545225,-34.90906670260836,2
recife,-8.084553590339898,-34.95035518220902,2
recife,-8.044234002283538,-34.93985537497149,2
recife,-8.05710846211552,-34.8958103731606,2
recife,-8.066708434358592,-34.89371515390382,2
recife,-8.066580401610011,-34.877085207744244,2
recife,-8.031492000000004,-34.91551799999999,2
recife,-8.029068083944392,-34.91745726437687,2
recife,-8.0254023995339,-34.930222063942885,2
recife,-8.029658933666113,-34.9079082223152,2
guaira,-20.328568008375623,-48.3173944067929,2
guaira,-20.322384553723765,-48.310534034185785,2
guaira,-20.323561525114037,-48.32615657485914,2
guaira,-24.082356478195177,-54.2534629642057,2
guaira,-24.08251686217867,-54.24862879779973,2
recife,-8.037275678054067,-34.89725390896759,2
recife,-8.029491369698148,-34.91802113183105,2
recife,-8.045427432918087,-34.91185702929184,2
recife,-8.065249072162274,-34.8812559693289,2
recife,-8.071259169423685,-34.87715185942064,2
recife,-8.051320181518687,-34.87477820619377,2
recife,-8.060966623088484,-34.88097464807545,2
recife,-8.064653867332213,-34.89698449624908,2
recife,-8.050915441019004,-34.910520061103924,2
recife,-8.050559716234536,-34.906610816646726,2
recife,-8.058673799985382,-34.92017989228592,2
recife,-8.055653311962601,-34.90570599916328,2
recife,-8.050111103525877,-34.90751022093021,2
recife,-8.034875112662693,-34.93506064327078,2
recife,-8.033925719400996,-34.93482261281669,2
recife,-8.036357165416366,-34.934174528449404,2
recife,-8.05173508465575,-34.9057254708581,2
recife,-8.057081629753581,-34.90813248903572,2
recife,-8.101707498668544,-34.92686152602146,2
recife,-8.03636748542904,-34.89629771940099,2
recife,-8.033573891482469,-34.92117427477061,2
recife,-8.045563138496162,-34.897849208436725,2
recife,-8.02859825367879,-34.92457818151652,2
recife,-8.040002060505499,-34.894303936580286,2
recife,-8.03276605995725,-34.89590556425641,2
recife,-8.024484988759369,-34.894868876833414,2
recife,-8.028200673406795,-34.89464330483939,2
recife,-8.07339597875211,-34.89976759670398,2
recife,-8.058301606440066,-34.89449949500834,2
recife,-8.058324185123197,-34.89191379739165,2
recife,-8.065176580068123,-34.89604049125742,2
recife,-8.058235243407015,-34.89230529739166,2
recife,-8.056835219612756,-34.89476885990784,2
recife,-8.064338479600664,-34.87251943144441,2
recife,-8.051954122684457,-34.893411768249734,2
guanambi,-14.217128456064394,-42.78452167982734,2
guanambi,-14.233239850038595,-42.77543804406087,2
guanambi,-14.212506783753508,-42.78640053745298,2
guanambi,-14.200446297989114,-42.760333449727966,2
guanambi,-14.2188432980587,-42.78068168807487,2
guanhaes,-18.78088430011273,-42.937077573022975,2
guanhaes,-18.77156977284536,-42.931958665733134,2
guanhaes,-18.77062020161253,-42.92712240871043,2
guanhaes,-18.77753564159719,-42.9334530710893,2
guamiranga,-25.19037505077112,-50.81297721060445,2
recife,-8.029768578817494,-34.91562258916198,2
recife,-8.027979401610011,-34.915834320012685,2
recife,-8.045460858733877,-34.94848811157595,2
recife,-8.08200203616548,-34.91137809894193,2
recife,-8.036537133504499,-34.90264892659696,2
recife,-8.041339992273356,-34.88949810270054,2
recife,-8.136933141779377,-34.91420102244548,2
recife,-8.127236514570953,-34.903821829447736,2
recife,-8.139908870938902,-34.90372924646544,2
recife,-8.111921196779962,-34.89560690383171,2
recife,-8.126624881210686,-34.90696001096427,2
recife,-8.126354137111171,-34.901309100611684,2
recife,-8.139166316936265,-34.905459938978765,2
recife,-8.116414952536227,-34.903179524006,2
recife,-8.129610387731548,-34.89952866694557,2
recife,-8.112075171244744,-34.89490490383172,2
recife,-8.092283311962603,-34.88334593366611,2
recife,-8.054167421316858,-34.920294118241046,2
recife,-8.05973733166945,-34.927769488343245,2
guanambi,-14.22593719867488,-42.78014920171996,2
guanambi,-14.2258130611332,-42.77954045468582,2
guanambi,-14.222029856581631,-42.779448957037246,2
recife,-8.109520292255754,-34.89383677477062,2
recife,-8.119502958364615,-34.89470439953253,2
recife,-8.117338793767013,-34.90115196641007,2
recife,-8.094290238063806,-34.88428401204025,2
recife,-8.039978528449408,-34.943525340267776,2
recife,-8.127552824311852,-34.90794912031853,2
recife,-8.045075613279067,-34.9064037388431,2
recife,-8.118664847077115,-34.898442862340566,2
recife,-8.139931084793677,-34.90492200075014,2
recife,-8.138216544273776,-34.90690897098969,2
recife,-8.045497948144543,-34.903771084859315,2
recife,-8.118357003606679,-34.89672988190316,2
recife,-7.997374612311021,-34.92508701913472,2
recife,-8.012063742077252,-34.88956164263546,2
recife,-8.027430125870072,-34.8891287368099,2
recife,-8.13774035276127,-34.914666185123195,2
recife,-8.0944818884234,-34.8872191533383,2
recife,-8.124294478215681,-34.907359217179305,2
recife,-8.093561510964275,-34.93529200582839,2
recife,-8.095450429679175,-34.92516886185276,2
recife,-8.117520956431376,-34.89848408534825,2
recife,-8.122790317887533,-34.90285930581218,2
recife,-8.112625260343892,-34.89320709409082,2
recife,-8.112312952037788,-34.89990656975617,2
recife,-8.136443514570956,-34.902496749379615,2
recife,-8.139537335276131,-34.90359752054356,2
recife,-8.0765076217035,-34.909818029286114,2
recife,-8.094216921324882,-34.92176549651619,2
recife,-8.13776491173757,-34.90665545643138,2
guanhaes,-18.76872331492018,-42.93394065745299,2
recife,-8.128194767236232,-34.90562584246821,2
recife,-8.124466128224375,-34.896920107276785,2
recife,-8.086168143670289,-34.950063292789615,2
recife,-8.08032988073,-34.96367285976754,2
guapimirim,-22.50675570269653,-42.976629713661424,2
guapimirim,-22.51434894445048,-42.96919092844273,2
guapimirim,-22.53066404121518,-42.985848765626905,2
guapimirim,-22.547730696189312,-42.984888417758334,2
guapiara,-24.18529789997932,-48.53116767657337,2
guapo,-16.835095991871878,-49.535842831978655,2
guapirama,-23.51699505139112,-50.043192358549696,2
recife,-8.086595394068427,-34.95633389406842,2
recife,-8.091479239067803,-34.95916420515972,2
recife,-8.11733195643137,-34.89889358534824,2
recife,-8.122060225921873,-34.89929993672452,2
recife,-8.120787034970279,-34.90029144546709,2
recife,-8.119532105747576,-34.89869180835591,2
guapiacu,-20.788535977303788,-49.23291894726288,2
recife,-8.12419547821569,-34.90564896572221,2
recife,-8.11419262308848,-34.89637868290149,2
recife,-8.122260056623642,-34.902885818875376,2
recife,-8.120708130446078,-34.901398696924204,2
recife,-8.128485607825045,-34.89833626617228,2
recife,-8.14102472439266,-34.90803534277794,2
recife,-8.112907467550697,-34.90121789645909,2
recife,-8.075020452680457,-34.91986595337295,2
recife,-8.044163141734654,-34.95615376317522,2
recife,-8.07181753205609,-34.90936513835193,2
guapore,-28.848023940001408,-51.89005346583789,2
guapore,-28.83872009452029,-51.89054560054317,2
guapore,-28.8563535,-51.87794850000001,2
guapore,-28.83789069360114,-51.88794183995865,2
recife,-8.082432754371283,-34.920251229672765,2
recife,-8.029029967515372,-34.95769010367796,2
belo horizonte,-19.93014557423974,-43.985895098794,2
belo horizonte,-19.93755270996594,-43.97735824078129,2
recife,-8.060921213716853,-34.910322265335566,2
recife,-8.140449145905748,-34.91011605792311,2
recife,-8.147402046627038,-34.906317521928536,2
recife,-8.094568243407014,-34.91216460421836,2
recife,-8.1074041604247,-34.920624122396,2
recife,-8.136304922407424,-34.94973769830549,2
recife,-8.108701637803671,-34.92122206702638,2
recife,-8.027453849847078,-34.91469034041202,2
recife,-8.02681136179617,-34.875949753955496,2
recife,-8.040597956979626,-34.8883247776848,2
recife,-8.025981904524201,-34.93001064002538,2
recife,-8.144312218420048,-34.90672390815956,2
recife,-8.126285961016306,-34.90732785944817,2
recife,-8.131960162646397,-34.90198860061167,2
recife,-8.083738602626457,-34.94748238033824,2
guapore,-28.846447550068227,-51.89733715156935,2
belo horizonte,-19.93269920511851,-43.96185674202203,2
belo horizonte,-19.970487176813325,-43.96963951191656,2
belo horizonte,-19.97552989148246,-43.96835132030114,2
belo horizonte,-19.929460181228063,-43.96174799792254,2
belo horizonte,-19.977543722459416,-43.98209916749384,2
belo horizonte,-19.968613764354608,-43.96454818056424,2
belo horizonte,-19.947694683593987,-43.980084329591975,2
belo horizonte,-19.96909207354725,-43.96798307467242,2
belo horizonte,-19.919796213976653,-43.96271700207746,2
belo horizonte,-19.919590188441425,-43.96358550207746,2
belo horizonte,-20.00083425644875,-44.00783599832655,2
belo horizonte,-19.943256908679157,-43.97698399723002,2
belo horizonte,-19.94139167692889,-43.937324041491145,2
belo horizonte,-19.891381947694423,-43.92057354062105,2
guara,-20.430271508450133,-47.82757634159266,2
recife,-8.106228408823377,-34.89147767943906,2
recife,-8.107733514570953,-34.889234841104496,2
recife,-8.142329700658511,-34.90825203903016,2
recife,-8.039531556206335,-34.90722434263372,2
guaporé,-28.84903891438828,-51.89051551863777,2
recife,-8.039568530671113,-34.90735407285476,2
recife,-8.048144891482458,-34.906045274770605,2
recife,-8.061709662502171,-34.91039442783773,2
recife,-8.053053264391512,-34.90483433455472,2
recife,-8.04986218003855,-34.958902775129296,2
recife,-8.066622635581963,-34.917061201223355,2
recife,-8.130815916180964,-34.90564130627844,2
recife,-8.140939787306081,-34.906594318989576,2
recife,-8.091426426931159,-34.88207201878923,2
recife,-8.042187363033046,-34.95330505995726,2
belo horizonte,-19.93167952510253,-43.99664332944775,2
belo horizonte,-19.94019093588781,-43.95707472453688,2
belo horizonte,-19.938863671388976,-43.96762109437926,2
belo horizonte,-19.931233599774963,-43.964006124329245,2
belo horizonte,-19.97602856869981,-43.96770330544174,2
belo horizonte,-19.975930040250404,-43.96643797183905,2
belo horizonte,-19.9636799089676,-43.99354732889948,2
belo horizonte,-19.93537919401,-43.970776397166624,2
belo horizonte,-19.976216493133474,-43.97113979951825,2
belo horizonte,-19.95918684540367,-43.97766253413356,2
belo horizonte,-19.961474667782284,-43.98235994061968,2
belo horizonte,-19.90480035858965,-43.92691161172019,2
belo horizonte,-19.92732190980433,-43.91855941840268,2
belo horizonte,-19.963375689162568,-43.96849345573887,2
belo horizonte,-19.975538754934025,-43.96058904996748,2
guara,-20.43399042630061,-47.81416224047547,2
belo horizonte,-19.92396645100702,-43.95969446350049,2
belo horizonte,-19.94421626227713,-43.977136327774296,2
belo horizonte,-19.93009717929482,-43.95813953220032,2
belo horizonte,-19.924090792733235,-43.96344369021151,2
belo horizonte,-19.97561848600596,-43.97562025145709,2
belo horizonte,-19.938293958364618,-43.98361590867915,2
belo horizonte,-19.892041742166267,-43.8996954919499,2
belo horizonte,-19.88670543042525,-43.900772316430405,2
belo horizonte,-19.887946563708155,-43.91843397596532,2
belo horizonte,-19.910368770471443,-43.918653662357926,2
guaraci,-20.49649016113435,-48.94270745228966,2
guaracai,-21.026574,-51.20356724999999,2
recife,-8.058149475993982,-34.91032360644007,2
recife,-8.051260725229382,-34.95982635706043,2
recife,-8.044878824311855,-34.90900496502971,2
belo horizonte,-19.9367687149576,-43.96142017819829,2
belo horizonte,-19.94129304302037,-43.917169530815336,2
belo horizonte,-19.86511193060768,-43.952091988891496,2
belo horizonte,-19.856772147094503,-43.950341923394326,2
belo horizonte,-19.953797502885536,-43.92879941756593,2
belo horizonte,-19.895398816261768,-43.92254993256957,2
guaraciaba,-26.60435799107202,-53.51845764702077,2
guarai,-8.843487930746727,-48.50554598756311,2
guarai,-8.836782657258096,-48.516431234375645,2
guaraciaba do norte,-4.210607999999947,-40.94334349999997,2
guaraciaba do norte,-4.160951177833121,-40.746677797531966,2
belo horizonte,-19.924580891482456,-44.00155993865776,2
belo horizonte,-19.974592016100157,-43.96781145089146,2
belo horizonte,-19.94355525950717,-44.01415006745906,2
belo horizonte,-19.919880608373298,-43.98733423273121,2
belo horizonte,-19.96414998335158,-43.96690673244274,2
belo horizonte,-19.942609746869454,-43.982480242570304,2
belo horizonte,-19.9121884052167,-43.932621608806,2
belo horizonte,-19.94231747100233,-43.920855701915855,2
belo horizonte,-19.92608818844143,-43.91833341825842,2
guaramiranga,-4.261889999999937,-38.93053999999995,2
guaramirim,-26.4893895,-49.02826049999999,2
belo horizonte,-19.891338956979624,-43.90981248750652,2
belo horizonte,-19.904440358589653,-43.9268420789716,2
belo horizonte,-19.89644415524736,-43.925406600807285,2
belo horizonte,-19.94670951231433,-43.92363730448118,2
belo horizonte,-19.90095594393789,-43.94729389355993,2
belo horizonte,-19.88330023841535,-43.930140029286136,2
belo horizonte,-19.89537360892157,-43.93854729225575,2
belo horizonte,-19.87526427451081,-43.93571646211552,2
belo horizonte,-19.87340010214089,-43.93255917958328,2
belo horizonte,-19.873853130446083,-43.94709481986846,2
belo horizonte,-19.893612394396648,-43.93053068541167,2
guaramirim,-26.474588519024092,-49.032240451987406,2
guaramirim,-26.51325082414956,-48.98903154973644,2
guaramirim,-26.464374,-48.96511737067025,2
belo horizonte,-19.952864800450072,-43.93143811449013,2
belo horizonte,-19.9003457149576,-43.917350185411664,2
belo horizonte,-19.89795253205609,-43.9245318193202,2
belo horizonte,-19.91321264446877,-43.92705001289752,2
belo horizonte,-19.89896572938432,-43.92450620260834,2
belo horizonte,-19.89816811296093,-43.92688927935826,2
belo horizonte,-19.9538605434244,-43.95070252553524,2
belo horizonte,-19.903601153411955,-43.92545992132904,2
belo horizonte,-19.90258640022504,-43.88844133181367,2
belo horizonte,-19.951523266172277,-43.95108968858564,2
belo horizonte,-19.95732654925277,-43.93130532569683,2
belo horizonte,-19.97326458053277,-43.94118055619874,2
belo horizonte,-19.875284307259395,-43.935607487650735,2
belo horizonte,-19.91120721648681,-43.92448213682271,2
belo horizonte,-19.88715790958621,-43.90567854656897,2
belo horizonte,-19.908327457123864,-43.94106110505509,2
belo horizonte,-19.88914471663104,-43.92823081308779,2
belo horizonte,-19.88259851041601,-43.94241241479599,2
belo horizonte,-19.87706584817364,-43.93134480446079,2
belo horizonte,-19.864034161809684,-43.94529320566677,2
belo horizonte,-19.851220231730174,-43.95801555442428,2
belo horizonte,-19.858698785734884,-43.940860827081806,2
belo horizonte,-19.88959625082552,-43.96721315775699,2
belo horizonte,-19.859768591176625,-43.94043447945644,2
belo horizonte,-19.89578783819032,-43.93215117291818,2
belo horizonte,-19.888673752697848,-43.92491634748113,2
belo horizonte,-19.85928041078528,-43.9696427746264,2
belo horizonte,-19.887039471550583,-43.91923276879801,2
guaramirim,-26.478098587286706,-48.94670526589162,2
belo horizonte,-19.882598804056745,-43.93185936456224,2
belo horizonte,-19.90301458728148,-43.93216423327944,2
belo horizonte,-19.86989244907378,-43.92907392838599,2
belo horizonte,-19.872518629294763,-43.92934413721175,2
belo horizonte,-19.876533882335867,-43.93113302164007,2
belo horizonte,-19.8765189841883,-43.93479038871249,2
belo horizonte,-19.959653102768318,-43.94979703615601,2
belo horizonte,-19.943710558626854,-43.95477509947187,2
belo horizonte,-19.8859245498297,-43.92544762406944,2
belo horizonte,-19.89925923980033,-43.93398184150854,2
guaraniacu,-25.099406057821685,-52.8693698323882,2
guarani das missoes,-28.14402785743544,-54.56061884042862,2
guarani,-21.35951924383835,-43.04821005202319,2
guarani,-21.35654412653195,-43.045183105673885,2
guaranta do norte,-9.951985929106954,-54.89488790253474,2
belo horizonte,-19.880999057724445,-43.909835018958766,2
guarantã do norte,-9.960242233817697,-54.9061496597667,2
guarapari,-20.66115628432712,-40.496277520121296,2
guarapari,-20.66986150274956,-40.4965204935291,2
guarapari,-20.6557980213558,-40.49053549446118,2
guaranta do norte,-9.802595999999944,-54.624072499999954,2
guaranta do norte,-9.962158973052755,-54.89207970369929,2
guaranta do norte,-9.948432899234632,-54.91342674381512,2
guaranta do norte,-9.95261371985392,-54.89058600122907,2
guaranta,-21.896811982090878,-49.5889855232339,2
guaranta,-21.898056087846733,-49.592860912506985,2
belo horizonte,-19.88895841020836,-43.926995043568624,2
belo horizonte,-19.88890697668647,-43.933599921461095,2
belo horizonte,-19.90917021954523,-43.933966884124885,2
belo horizonte,-19.88836189454089,-43.920730204281774,2
belo horizonte,-19.89447372300768,-43.93211125047613,2
belo horizonte,-19.900286201212044,-43.92948045475922,2
belo horizonte,-19.87699810075591,-43.93149922828779,2
belo horizonte,-19.895625513734227,-43.92997810906578,2
belo horizonte,-19.889876536211027,-43.92688207660566,2
belo horizonte,-19.890139348317867,-43.93063624089687,2
belo horizonte,-19.91286359339832,-43.93276376643206,2
belo horizonte,-19.89898448265909,-43.93896462337694,2
belo horizonte,-19.879368432973617,-43.94083015849145,2
belo horizonte,-19.8817056036701,-43.928928083270776,2
belo horizonte,-19.87791859463268,-43.93530188705362,2
belo horizonte,-19.881031400225037,-43.92834362432925,2
belo horizonte,-19.8949196061516,-43.93121867332222,2
belo horizonte,-19.90066373189449,-43.94138765722206,2
belo horizonte,-19.94419608353057,-43.93201964195861,2
belo horizonte,-19.95252711740434,-43.94103177462638,2
belo horizonte,-19.889196768249743,-43.94877919692418,2
belo horizonte,-19.8824409955566,-43.92902237968148,2
belo horizonte,-19.97204969229288,-43.94911741890378,2
belo horizonte,-19.95806759810152,-43.936719023053726,2
belo horizonte,-19.95673209824575,-43.93677669274059,2
belo horizonte,-19.94051776677197,-43.93026402076752,2
belo horizonte,-19.976138820993626,-43.94321884139296,2
belo horizonte,-19.940028013878457,-43.94161350054826,2
belo horizonte,-19.95537376824974,-43.93432277754057,2
belo horizonte,-19.947889833198648,-43.93995680376828,2
belo horizonte,-19.943001858733883,-43.936947728143565,2
belo horizonte,-19.94425608604073,-43.94954446488548,2
guarapari,-20.668642145152678,-40.49703273272809,2
guarapari,-20.65066383942432,-40.48180713766008,2
guarapari,-20.67163052303178,-40.498554364208886,2
guarapari,-20.658231,-40.49603550000001,2
guarapari,-20.655031014521416,-40.49255150959162,2
guarapari,-20.665893335686743,-40.50029704246524,2
belo horizonte,-19.97547510629583,-43.94731933126541,2
belo horizonte,-19.941597608921565,-43.92813550735757,2
belo horizonte,-19.943570336112845,-43.927282263517895,2
belo horizonte,-19.95298041022665,-43.94885558460712,2
belo horizonte,-19.97285444309161,-43.931194227633576,2
belo horizonte,-19.946486536211037,-43.94995230391251,2
guarapari,-20.674883963095134,-40.50090908088973,2
guarapari,-20.67887015355812,-40.502862,2
guarapari,-20.652216902181564,-40.47867785231156,2
guarapari,-20.67490784784859,-40.50420695464023,2
belo horizonte,-19.888117071614,-43.93144170330084,2
belo horizonte,-19.947252803768293,-43.92819481473255,2
belo horizonte,-19.971554019418388,-43.95011045905712,2
belo horizonte,-19.935812671388977,-43.94868488729885,2
belo horizonte,-19.94060448542905,-43.94527008188579,2
belo horizonte,-19.949530547867788,-43.95554772038194,2
belo horizonte,-19.947586348317863,-43.92517155259965,2
belo horizonte,-19.950062793236704,-43.95542577615559,2
belo horizonte,-19.95000309463907,-43.94846541880671,2
belo horizonte,-19.941395752149575,-43.92676116279063,2
belo horizonte,-19.94676548211083,-43.957721435887805,2
guarapari,-20.65730358827223,-40.506059691105015,2
belo horizonte,-19.944797805701537,-43.95339419663573,2
belo horizonte,-19.94940676770149,-43.95632488550985,2
belo horizonte,-19.951602264787294,-43.9231293918865,2
belo horizonte,-19.946574115730897,-43.932596804605005,2
belo horizonte,-19.94301357285476,-43.94107215266308,2
belo horizonte,-19.95077471579432,-43.94407034722136,2
belo horizonte,-19.941882013878462,-43.94070352608348,2
belo horizonte,-19.951513166801345,-43.93677624632119,2
belo horizonte,-19.943942050781992,-43.932539609210025,2
belo horizonte,-19.942106291419037,-43.93585106979633,2
guarapuava,-25.390382027658983,-51.4837623961788,2
guarapuava,-25.41546693511156,-51.464537966957344,2
guarapuava,-25.374402519160483,-51.46938513954938,2
guarapuava,-25.404086420480134,-51.46859318595991,2
guarapuava,-25.397213164319837,-51.46133223062508,2
belo horizonte,-19.953910529286137,-43.95110302553522,2
belo horizonte,-19.948525576172973,-43.94639999125744,2
belo horizonte,-19.965123943101165,-43.945774706763295,2
belo horizonte,-19.95469247100232,-43.9509232456287,2
belo horizonte,-19.95040265667379,-43.93482969983837,2
belo horizonte,-19.95771072912452,-43.9395010881182,2
belo horizonte,-19.949249807663428,-43.93134883749784,2
belo horizonte,-19.94951154203941,-43.94266942284607,2
belo horizonte,-19.95623711878932,-43.9402030418952,2
belo horizonte,-19.942721025535217,-43.944099731202,2
belo horizonte,-19.94103507187381,-43.942596139881125,2
belo horizonte,-19.93636540161002,-43.953302861763646,2
belo horizonte,-19.9455314454671,-43.92526863044608,2
belo horizonte,-19.95835995432135,-43.94490861168123,2
belo horizonte,-19.95682237024641,-43.94019406702637,2
belo horizonte,-19.947897523457755,-43.9396483462404,2
belo horizonte,-19.943174399388315,-43.93756181738695,2
belo horizonte,-19.943105543424394,-43.94659343880201,2
belo horizonte,-19.94352160644007,-43.94787921288013,2
belo horizonte,-19.94701604746377,-43.9487885373362,2
belo horizonte,-19.95207781014493,-43.92503388011416,2
belo horizonte,-19.9567404476888,-43.93871517554391,2
guarapuava,-25.392003898852245,-51.45922074584354,2
guarapuava,-25.384912570212123,-51.460036588785485,2
guarapuava,-25.39646999027648,-51.46823363587043,2
guarapuava,-25.386658783801654,-51.477542438397954,2
guarapuava,-25.39318339607009,-51.462581132956245,2
belo horizonte,-19.949917620318526,-43.9289486343412,2
belo horizonte,-19.94860752899767,-43.94396174562871,2
belo horizonte,-19.942852547319536,-43.94102918541165,2
belo horizonte,-19.94417745406544,-43.92386451635995,2
belo horizonte,-19.990026461827068,-43.96238481458835,2
belo horizonte,-19.88820442186511,-44.00179438398065,2
belo horizonte,-19.88655921288013,-43.99493373936765,2
belo horizonte,-19.94735698551144,-43.92491147907208,2
belo horizonte,-19.94664752928613,-43.94538016763806,2
guarapuava,-25.405108723815736,-51.46552265886682,2
guarapuava,-25.394163426584235,-51.4671252165765,2
belo horizonte,-19.9517014432454,-43.93155059285005,2
belo horizonte,-19.940358981129883,-43.93303403329684,2
belo horizonte,-19.94403385206878,-43.93527130875995,2
belo horizonte,-19.95743593173828,-43.93907263303958,2
belo horizonte,-19.95082406466044,-43.928287434762616,2
belo horizonte,-19.96776271412088,-43.94505570635925,2
ravena,-19.79625169187534,-43.7550300821208,2
guararapes,-21.271620268079296,-50.650971751794906,2
raul soares,-20.10242056472146,-42.43809096181284,2
raul soares,-20.09954563846855,-42.449282552721314,2
raul soares,-20.10372105294416,-42.44055631345229,2
reboucas,-25.61836012449257,-50.69392658566312,2
reboucas,-25.6250732869343,-50.6987647840932,2
realeza,-20.247741000000005,-42.14638349999999,2
belo horizonte,-19.95613715569284,-43.93324472078599,2
belo horizonte,-19.95837155508116,-43.93993287370886,2
belo horizonte,-19.94090428336895,-43.93606546641468,2
belo horizonte,-19.948907577846427,-43.93807788273988,2
belo horizonte,-19.948172489324183,-43.94262094463039,2
belo horizonte,-19.94051229586244,-43.940391076057416,2
belo horizonte,-19.94452591895093,-43.950668945467086,2
guararapes,-21.253754582705103,-50.64333698158971,2
belo horizonte,-19.94712202553522,-43.94790028227244,2
belo horizonte,-19.950711715794323,-43.944089321686114,2
belo horizonte,-19.943247729672784,-43.924494898407374,2
belo horizonte,-19.97374939967677,-43.941514935051096,2
belo horizonte,-19.94628559240553,-43.95526306632997,2
belo horizonte,-19.9712521401551,-43.95350824960145,2
belo horizonte,-20.00242445581029,-43.97218961983149,2
belo horizonte,-19.96701485341536,-43.95017386265403,2
belo horizonte,-19.941422270327216,-43.932338543308816,2
belo horizonte,-19.94750339993657,-43.95325532390783,2
belo horizonte,-19.94943270350462,-43.920860331633726,2
belo horizonte,-19.951048565125223,-43.95991513868739,2
belo horizonte,-19.90547996833409,-43.92421458421727,2
belo horizonte,-19.94030422675859,-43.93198528183975,2
belo horizonte,-19.9465628104334,-43.92933179003405,2
quixere,-5.071047124424166,-37.99080379285724,2
quixelô,-6.251744475085992,-39.19750238595631,2
quixada,-4.968943886584951,-39.01849934309492,2
guararema,-23.310402066333893,-46.10066178420568,2
guararema,-23.41645080270909,-46.036798865407725,2
quixada,-7.717868378974563,-37.85186718410282,2
quitandinha,-25.87378139131052,-49.49973123490657,2
raul soares,-20.128075091745263,-42.46162923396209,2
raposos,-19.972019999999944,-43.79045299999996,2
rancho alegre d'oeste,-24.3110537802851,-52.95329287782444,2
rancharia,-22.23083215731331,-50.89153274449646,2
rancharia,-22.230236181136263,-50.89623988645336,2
rancharia,-22.218459334012547,-50.901301610269975,2
guararapes,-21.24639179538668,-50.6363722098929,2
guararapes,-21.23819563522056,-50.65075323772214,2
guararapes,-21.249907854259124,-50.64653607651816,2
belo horizonte,-19.948300910352582,-43.94435021677526,2
belo horizonte,-19.88519400000001,-43.90596225,2
belo horizonte,-19.94901068388246,-43.93231850083671,2
quirinopolis,-18.456779467901026,-50.4367355395221,2
quirinopolis,-18.44843998785956,-50.44539788110453,2
quirinopolis,-18.44774042141328,-50.43767413726562,2
quirinopolis,-18.44527486492549,-50.4494571812599,2
quirinopolis,-18.443828999999944,-50.53244299999996,2
quinze de novembro,-28.744065,-53.09394550552819,2
quintana,-22.07136236008656,-50.29322461742639,2
quintana,-22.07153767627069,-50.30631164434985,2
quinta do sol,-23.852157565485008,-52.13206838053973,2
