review_id                         review_comment_title        review_comment_message                                                                                                                                                                                              
3440a497230f1bd681279c3c8f4f2e5d  Normalidade                 Produto entregue dentro do prazo e a qualidade do produto foi conforme o esperado.                                                                                                                                      1
3447a257539af4a128a74faf18c0da28  Pequeno                     Veio menor do que o anúncio.\r\n0.90x1.40m                                                                                                                                                                              1
34482d4f2e4c3414578e6db34362bdab  Ok                          Muito bom recomendo                                                                                                                                                                                                     1
344872ed2060e50fad79795b9f2bba9b  Otimo                       Otimo                                                                                                                                                                                                                   1
3448c42a7e6daf1e4335b6c4b7829245  Ótimo produto               Encaixa perfeitamente                                                                                                                                                                                                   1
344af61a33cb773259cf038ef31ac44a  Ótimo                       Produto lindo , meus filhos amaram !                                                                                                                                                                                    1
344bf12bc7bd7ea8f90c60f6a274e3d4  Não funcionou               O cartão sd apresentou problemas e não consigo contato, nem com o stark nem com o vendedor, tentei trocá-lo e nada! Recebi dia 08/06/2018 e no dia 11 tentei a troca e não consegui!                                    1
344cf24ff911c91418366b6d88746cf7  Têm que melhorar            Não recebi o meu produto colágeno                                                                                                                                                                                       1
345056f309569eaac98f04a68a7f57f3  relogio                     Bom Dia!\r\nEU RECEBIR O RELOGIO.MAIS INFELISMENTE MEU SOBRINHO NÃO GOSTOU .COMO FAZ PARA TROCAR.OBRIGADA.\r\nGERDA                                                                                                     1
345137e58f64c05d1285711a452b9056  Tudo certo                  Produto entregue corretamente, muito antes do prazo estimado. Promessa de entrega para o dia 11/07, entrega feita dia 02/07 (9 dias antes).                                                                             1
346045b537487bed84f8974580a7d5ea  BOM                         PRODUTO CHEGOU NO PRASO, MAS COMO SEMPRE, QUANDO VEM VIA CORREIO, QUE DEMORAAAAAAA                                                                                                                                      1
346393db3d92b29de1cfbb211f0dc97b  Bom                         Atendeu minhas expectativas.                                                                                                                                                                                            1
3464178c3faed85089af71d503825d91  Produto diferente           Olá, a descrição do produto não corresponde com o modelo recebido                                                                                                                                                       1
3467258637de28567a3b22f4c964ba62  ESTOU MUITO SATISFEITO      Produto original entrega me surpreendeu antes do prazo nota 10 obrigado.                                                                                                                                                1
34723180fb5dfaf43539515fd2a1df9f  Ótimo                       O produto chegou antes da data prevista.                                                                                                                                                                                1
3472e3349865b455aff7708d544a7eb5  Excelente                   O produto é excelente, conforme a descrição, tudo certo, amei. O que me impressionou foi a entrega, super rápida.                                                                                                       1
3476575836d78c245ab6b54e8d23a17b  Satisfacao                  Muito satisfeito com a compra.                                                                                                                                                                                          1
3479b109d365da65ca7f35045bc96868  PRODUTO FALSO               COMPREI UM CARTAO MAS NAO FUNCIONOU E DEU ERRO E ATRAVES DE APLICATIVO ACUSOU SER FALSO                                                                                                                                 1
347b7d944631dd2521ee65351b2fa3bb  super recomendo             SUPER RECOMENDO, A ENTREGA FOI RAPIDÍSSIMA, LINDO RELÓGIO.                                                                                                                                                              1
347e3116a7cebff8c6f9ea10817a3dc9  Produto quebrado            O lustre veio totalmente quebrado, o vidro chegou todo estraçalhando                                                                                                                                                    1
34850ba27dacec35154b0fcc9776d702  otima                       gostei da compra, uniu a mercadoria com o valor\r\n                                                                                                                                                                     1
348e42883fceb05ef7c407bd499bc7b1  Avaliação                   Muito bom                                                                                                                                                                                                               1
3490fff32a0bc849870fafb76abe4b0d  *****                       me surpreendeu chegou antes do prazo                                                                                                                                                                                    1
3495a22d601195a6cc78f9ddc497c413  SUPER RECOPMENDADO          TUDO OK, COMO SEMPRE.                                                                                                                                                                                                   1
3496162fdd9b0e695760e15ece9b28f6  SUPER RECOMENDO             Produto entregue dentro do prazo pactuado e produto dentro das especificações da oferta.                                                                                                                                1
3497a5fe95421bf1cbc1a9090372ba0f  Amei!                       Muito lindo! Nota 10.                                                                                                                                                                                                   1
349b2ea1c32a2318bad2aff4c8c8e4e3  Ssrisfeita                  Entrega antes do prazo!                                                                                                                                                                                                 1
34a485b22b484f5a87f18a809dab384a  PRODUTO FALTANDO PEÇAS.     Gostaria de receber o produto completo, muito ruim vc ficar com um produto incompleto. \r\nGostaria de um resposta.                                                                                                     1
34a894fae7e2738f78af1a5aad298824  não recomendo               Comprei 6 tapetes e só recebi 4. Estão faltando dois.                                                                                                                                                                   1
34a8f199fdaf98c9657b7352fbfaedd1  Tudo certo                  Recomendo                                                                                                                                                                                                               1
34be7cad8ff81d2db82434fa4b35bf77  Otimo                       Muito bom o produto                                                                                                                                                                                                     1
34c98ecc5aa8b977e8bbc86cbceb9848  Muito satisfeito            Nota 10                                                                                                                                                                                                                 1
34d1565d7fb9db16317362fe054f2312  EXCELENTE                   entregou em tempo record                                                                                                                                                                                                1
34e6eec6fe28d16e7c2bc7518555b831  recomendo                   nada tenho a declara, um abraço                                                                                                                                                                                         1
34f6e55df7f4e5e789685efee6b4c1a4  Ótimo serviço               Entrega direitinho, são de confiança, eu recomendo.                                                                                                                                                                     1
3511273e364ebeb6fdade065ad1749c8  BOA                         OK                                                                                                                                                                                                                      1
3515cde49d06aba09fb922fa1cdccdb3  Recomendo                   Produto ótimo, entrega super rápida.                                                                                                                                                                                    1
351cb301f358a0a62f56a623f25d5f4d  Credibilidade               Nas compras pelo site da lannister.com, sempre fui bem atendido e com entrega garantida dentro do prazo estipulado.                                                                                                     1
352309d398caa4ec54b8b2b1344e39f7  bOM                         bOM                                                                                                                                                                                                                     1
35250e6736bac909c0791aa6e5317d1c  Ruim                        Comprei o produto capa de máquina lavar e secar Samsung 10.1kg e recebi o produto modelo Samsumg referente à 7.5 kg.                                                                                                    1
3528296df9092b7a7b88bd036e3f8a8e  produto show                super recomendo produto profissional de qualidade                                                                                                                                                                       1
352bbd4287a2842d324d4f82d573c546  super recomendo             chegou no prazo e era oque eu realmente esperava                                                                                                                                                                        1
353668f6f506a911d2d086d20931df63  Entrega rápida              Produto muito bom. Cumpre o que promete.                                                                                                                                                                                1
353a4b1f5adad77779f34e57ae42d98a  Nota 0                      Comprei dia 07/08 na targaryen com prazo de entrega até 21/08 e até agora não recebi o produto.                                                                                                                         1
35461679f5815cef3bb83e7c86230644  Otima compra                Amei o relógio, chegou no prazo e é lindo igual ao anunciado                                                                                                                                                            1
35475e932772a7835d9263e8171913de  Decepcionado                Eu comprei o produto, a qualidade dele não é a oque esperei, o valor na nota fiscal veio diferente do preço anunciado, tentei entrar em contato com vocês 5 vezes, para devolver o produto e vocês nada.                1
3547ade529a1b5a5e093456476b22c58  Produto errado              Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.                                                                                              1
35496af66ae537e0e8efaa75f73d7b59  Tudo certo!                 Pedido chegou de acordo!                                                                                                                                                                                                1
354982346396ca233c00e921e7ae2de1  Recomendo                   Muito satisfeito com a compra produto de ótima qualidade e a entrega foi feito antes do prazo estipulado.                                                                                                               1
355348c5516887922bf4035cd9032d08  Não vou avaliar o que não   Não recebi a panela                                                                                                                                                                                                     1
35575eb5d1d4a7f078260d6acebbf3c6  Bom                         Produto bom, idêntico ao da foto, entregue bem antes do prazo. Tudo a contento.                                                                                                                                         1
356069a1b058890bc0a362033a8a1a65  Produto errado              Apesar de falar que o cooler era compativel com o meu purificador na descricao do anuncio, NAO É.\r\n\r\nTive que devolver. Ou seja, esperei a toa.                                                                     1
3560d357a9d3929c8169904cb567c27a  Produto não entregue        Somente 1 dos produtos foi entregue (a corda)\r\nNão recebi o palmar.\r\n\r\n                                                                                                                                           1
356452100e1dc9532738515511105910  Quantidade errada           A loja deveria prestar mais atenção nos ítens do pedido antes de enviar ao cliente.                                                                                                                                     1
357a59780322ae188da9ee981ea41767  9                           Nesse valor deveria ser o frete grátis                                                                                                                                                                                  1
357adc18fa982ae01ac4b92a18395894  Produto não confere         O produto entregue não é igual ao exibido na fotografia. Quando abri para montar achei as prateleiras um pouco estreitas. Depois resolvi comparar c a foto online e constatei que é outro produto.                      1
357ae788616bca8947400ec7a28f0b9c  Tudo otimo                  Produto de boa qualidade                                                                                                                                                                                                1
358b73416229bf19ff44882eab4a9e67  Só veio uma cortina         Não recomendo está loja ... pois eu comprei duas cortinas iguais e só me mandaram uma e na nota veio com quantidade de duas... já liguei para a Americana e questionei estou aguardando uma posição                     1
358ff449e09650ee2bf6e3e6a5eb694d  Ótimo produto               O produto é ótimo. É o que eu esperava.                                                                                                                                                                                 1
35901d3a68015a43d4e89d55d86f4ebb  super recomendado           gostei de comprar nesta loja só não tenho o cartão porque a anuidade é muito cara.                                                                                                                                      1
3591bed774044d90f289696f5beb9cf7  Recomendo!                  O produto chegou corretamente e no prazo determinado!                                                                                                                                                                   1
35995ce5fe8ca142ddb60dfa1ff82022  .                           Veio faltando uma pecinha pequena o puxador da tampinha dos potinhos.                                                                                                                                                   1
35a6d197924fc408dc23840b34ae0514  Propaganda enganosa         No anúncio diz 240 capsulas mas só recebi 120, caracterizando assim crime de propaganda enganosa de acordo com o artigo 37 do código de defesa do consumidor \r\n                                                       1
35b7dafbf09d28acbc41ff4fc5e39140  Show                        Sensacional                                                                                                                                                                                                             1
35ba7ad25a358ac07db7b40b5124cec3  Meu pedido                  Estou aguardando meu pedido,mas recomendo sim\r\n                                                                                                                                                                       1
35bb42b0e58872656bcb1d8a74818149  Excelente produto           Produto de qualidade muito boa.                                                                                                                                                                                         1
35ca4d01980f5f00d55a5d434ceb0d30  Otimo                       Na minha opinião o pessoal e muito eficiente, de maneira tal que recebi meu produto antes do prazo informado. Excelente                                                                                                 1
35cb5ce8cd2b6a6d6909ff72eea8892b  Não recebi ainda            Aguardando.                                                                                                                                                                                                             1
35d1f5d97322c7980c7216c0399aae72  Nota 10                     Tudo conforme planejado                                                                                                                                                                                                 1
35f414db10893b3e2eec09974b3ca21a  Bom                         Bom produto                                                                                                                                                                                                             1
360a1e5aad702ed976352462c4d1dfa6  Excelente compra.           Vendedor ótimo em honestidade e dignidade, atendimento impecável, voltarei a comprar grato.                                                                                                                             1
36194cf15dc80e9513b85c2d837c7879  Nota 10                     A loja cumpriu tudo que foi informado dentro do prazo. Parabéns.                                                                                                                                                        1
361e6c6ed45c3753d44795f7f9a7e822  Quero cancelar a compra     Quero cancelar essa compra                                                                                                                                                                                              1
3620d6e5d561991af5ff9f6a8bdcc3c4  exelente                    atendeu as expectivas                                                                                                                                                                                                   1
36282fdbf0292498bb3b69523970b9e2  Friso lateral onix          Otimo produto                                                                                                                                                                                                           1
3639b950e01dcb13e78d423d698e8b24  Entrega complicada          Recomendo a loja, porém, a entrega pelo Correios está cada dia mais difícil. Ao rastrear o objeto aparece que o Correios saiu para entrega, sendo que na realidade não houve tentativa de entrega                       1
363d97c2b7e6f0219a7f63fcc1097ca3  Recomendo!                  Rapidez na entrega, produto igual ao informado no anúncio! Gostei                                                                                                                                                       1
364e28456256ce68634e39ec62b4c4a6  Muito bom                   Muito bom o vendedor                                                                                                                                                                                                    1
364e74a2d89a35fa3fad2beaf96d8f17  Aguardando a entrega        Entrega em atraso.                                                                                                                                                                                                      1
365a560d8207b3bfa990bae1c7043348  produto não veio completo   Eu comprei dois produtos tais como: testador de cabo de rede Rj45 e RJ11 e um pacote com 100 conectores Rj45. Só q no pacote da entrega estava o pacote com 100 conectores e de 50 quero o testador                     1
366081a9d1cb6ebcb8a772eed3b7e6c9  Meu pedido                  Fiz essa compra já tem quase um mês, e até agora ainda não recebi meu pedido.                                                                                                                                           1
36616d6d454efa4f7e3d4ae66699a318  Top                         Excelente chegou antes do combinado, parabéns!                                                                                                                                                                          1
3671a38d2a38eed803a9b106371d08b2  Recebi produto com defeit   Recebi o produto com defeito! Como proceder para devolver? Aguardo orientação.\r\n                                                                                                                                      1
367b920a0b479bd286bb880b7dc64ab5  Ruim                        O produto veio ruim                                                                                                                                                                                                     1
36837ea9abaeedad88f43e44562a224f  Muito boa                   O produto chegou dentro do prazo.                                                                                                                                                                                       1
3687a5fae5e287093de3d89bef811bff  Ótimo produto               Acabamento e material de qualidade. Coube meu notebook de 15,6' sem problemas. Além disso, foi entregue muito rápido.                                                                                                   1
368802965493928b443d7d7a709c0cfe  Excelente                   Muito bom gostei muito chegou até antes do prazo                                                                                                                                                                        1
368e44dc9284b3a824be181ba5385dfe  nao foi o esperado          no mostroario e um e o produto e outro                                                                                                                                                                                  1
369072ea9fa61a56c789b80cc7a88087  Excelente                   Excelente vendedor, produto novo na embalagem e entrega dentro do prazo estipulado                                                                                                                                      1
36952158d7ad556c68e60516f6160dfa  Produto entregue no prazo   Vou testar o produto.                                                                                                                                                                                                   1
36a765b072ea9cf83d63d174b325bcec  Muito bom                   Ótimo produto e forma de recebimento.                                                                                                                                                                                   1
36abbac55d83ae253a6f0f95cb4a204c  Ótimo produto               Entrega muito rápida, funcionou perfeitamente, chave idêntica a original. Ótima qualidade.                                                                                                                              1
36b12e149ca7b09cce6698f08dba3c2d  recomendo                   chegou antes do prazo                                                                                                                                                                                                   1
36b7afbeebd9d62a826e16509f5ce8ed  Muito bom!                  É original mesmo! Funciona muito bem! Tudo ótimo!                                                                                                                                                                       1
36cc6e2d8af738c87e8e916305d1920d  comprei um e veio outro     até agora ninguém me contactou pra resolver o problema, comprei o motorizado e veio o semi automático, diferença de preço quase o dobro..o tel é de uma atendente digital que diz q vai passar o contato                1
36d41ed0e544741fc46787d062871ff0  Recomendo                   Prazo de entrega e produto perfeito, recomendo esta parceira do stark.                                                                                                                                                  1
36e4917af858c7ac43d506a7abef4c9e  SUPER RECOMENDO             COMO SEMPRE,MUITO SATISFEITA;ENTREGA FEITA MUITO ANTES DO ESTIPULADO.\r\nPARABÉNS!!!!!!!                                                                                                                                1
36e7a6aad5f04a05cc947cef56f15c38  Produto com defeito!        O lençol veio com um furo!\r\n                                                                                                                                                                                          1
36e85c1c48e5dc716a739e035f7d442e  perfeito                    Parabéns pela agilidade                                                                                                                                                                                                 1
36f0c13fed8e265115b0dbebd6ae51bf  Recomendação                Trabalho excelente, dentro do prazo e você consegue monitorar desde o inicio da compra até o produto chegar na sua casa. Muito bom, recomendo a todos comprar no lannister.com!                                         1
36f9e4706602a39c60c1925f255a56ee  Está faltando o carregado   O carregador não veio\r\n                                                                                                                                                                                               1
3706701c3a9d424042f2d25099d4edd6  Recebi apenas 1 pacote      Boa Tarde ! \r\n\r\nSegunda vez que escrevo, comprei 3 produtos no mesmo dia, o pedido foi faturado separadamente , e da loja em questão , recebi apenas 1 produto e deveria ter recebido 2 produtos.                   1
3709922094d8cd6207aaba7659cb4735  10                          Muito bom                                                                                                                                                                                                               1
371a37ca26fc269601f5c60ba88f9535  Não entregou no tempo .     Sem pontualidade não da satisfação ao cliente.                                                                                                                                                                          1
371b53a7931dc495729da3308526c29d  falta de produto            comprei dois produtos iguais e recebi apenas um                                                                                                                                                                         1
371de9e904b1964d4d1eb2bfd9074c4b  Perfeito                    Gostei muito da compra, inclusive o pequeno prazo em que foi entregue.                                                                                                                                                  1
372109711a4a21b7615179a7b4da0fc1  Produto entregue errado     A voltagem que pedi era de 220...E não 110 como veio                                                                                                                                                                    1
372a9075832d98efe0bdeab7af001209  Meu pedido ainda não foi    Meu pedido não foi entregue                                                                                                                                                                                             1
372b1534320f2f0f6942243584722863  Não recomendaria            É a difunda vez que tento comprar e o produto veio errado. Vendem produtos que não possuem estoque, só dor de cabeça, não recomendo.                                                                                    1
373084339d91044852a913aa5afbb9b7  Relógio casio               O relógio é muito bonito. Não me agradou a empresa.\r\nO produto não veio bem embalado e faltando o manual.                                                                                                             1
37350c9616452214ceb85702a4e5e90d  Eficiencia                  Parabens pela eficiencia                                                                                                                                                                                                1
3738b0d3620537ea18222bf8229821e3  Ótimo produto!              Entrega rápida e produto excelente!                                                                                                                                                                                     1
3738f46147e327d5ffae1c99f896b5ac  Nota Dez                    Muito bom!\r\nEstou recomendando para muitas pessoas: agora mesmo estou repassando para um amigo em Acopiara - CE.\r\nGostaria de ser um representante aqui na minha cidade.                                            1
373b7a9485709ae7e7f9bc6464fd5bbb  Ótimo                       👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏                                                                                                                                                                                                        1
373cbeecea8286a2b66c97b1b157ec46  Não chegou meu produto      Péssimo                                                                                                                                                                                                                 1
375d31b9ac6a84a63f31c16b28430bc2  Toop                        Ok                                                                                                                                                                                                                      1
37781f13bba845e460bc4a91dcbe9d59  Produto veio trocado        Comprei de 240 tabletes e veio 120 entrei com pedido de troca estou aguardando resposta.Dependendo de como a loja parceira resolverá meu problema direi se indico ou ñ.                                                 1
3781417bb4787186604439f7e8e665df  Travesseiro ortopédico      GOSTEI MUITO DO TRAVESSEIRO. Veio no prazo, que aliás acho longo demais. De São Paulo para o Rio demorar mais de 15 dias,. parece brincadeira.                                                                          1
378749a826233526f5e08f0778445da5  Prazo                       Há diferença de prazo de entrega.                                                                                                                                                                                       1
378b4c91b5d825b2b05df4323bbd20e9  PESSIMO                     Paguei por um frete onde os prazos não foram seguidos,nas informações de rastreio aparecia apenas a ocorrência de um imprevisto,a falta de informações demonstra o descaso da empresa com o cliente.                    1
378c9bd6650b15f978f4656d390d12fa  Entrega atrasada            Este produto era para presentear minha esposa, infelizmente até a presente data não chegou.                                                                                                                             1
378d117b1f490fb31cb7281b06ba1bb7  Muito rapido                Produto chegou 5 dias antes do prazo esperado, veio tudo certo.                                                                                                                                                         1
378f0d32fe38ad2db1888d6cf4ef6b80  Produto errado              Pedi o produto na cor cinza e recebi na cor bege, pela burocracia para troca, tive que ficar com esse mesmo,\r\nPessimima experiência, erro primario.                                                                   1
379d20464b5bc2a91aa602ead0c2d30b  Atraso do Pedido            Como podemos recomentar essa loja se os senhores não consegue cumprir com os prazos estabelecidos por vocês, essa foi a minha primeira compra e também será a ultima que farei.                                         1
37a3b973a3702d2f4c9da0644c938152  super recomendo             muito bom o produto minha sala ficou linda amei                                                                                                                                                                         1
37bc4d9e4f4206b1c6868eaf895a9e5b  Otimo                       Produto exelente ..loja competente                                                                                                                                                                                      1
37c0a202d75fad0296a897f87b0587d3  profissa                    surpreendente.                                                                                                                                                                                                          1
37c4111848e2210d47f4c7caddaaf8c5  Ótimos produtos...😍👍        Produtos de qualidades ta aprovado...                                                                                                                                                                                   1
37ce09037d58596511980626c8d9230f  potes herméticos            otimo                                                                                                                                                                                                                   1
37d3c4e81e28ce85d5a7a0c86a78b4e8  otima                       Meus Produtos chegaram, certo e veio ate antes do Prazo                                                                                                                                                                 1
37d9edce34334ee50dc6eac0f7680a19  Excelente                   Ótimo produto. Entrega antes do previsto.                                                                                                                                                                               1
37dddf2d45d45bbd66790dabc9efa71e  Excelente                   Tudo ótimo                                                                                                                                                                                                              1
37df0bbb2844edcd57aea1b1267b258c  Motoca                      Cumpri o que promete , muito Bom.                                                                                                                                                                                       1
37f2f32b16c55f8034c01cf4803c5d23  Estou aguardando            Quero saber o que vão fazer, se vão devolver o dinheiro ou reenviar o produto e não tive uma resposta                                                                                                                   1
37f8adb4d0404393da5930c9bc40751b  Só limpeza leve             O produto só serve para limpar poeira e pelos de animal e o ruim é que o cabo fica soltando porque a rosca veio sem encaixar direito                                                                                    1
37fd849d926e69b49729ac4cafd7cff9  Bom                         Produto veio conforme especificações.                                                                                                                                                                                   1
380884f53f113319198a99516da2ada4  recomendo                   otimo\r\n                                                                                                                                                                                                               1
380c5013b8f730f992f4eac1107fd4bc  baixa qualidade             A parte da capa onde fica os botões de volume e liga/desliga acionam mais de um botão ao mesmo tempo.                                                                                                                   1
381288331877d8056e8fe7c3e1aa6866  Produto de qualidade        Produto de ótima qualidade e recomendo a todos.                                                                                                                                                                         1
38158c51671499b0b33186b6506341e1  Ótima                       Bem embalado e chegou antes do prazo...                                                                                                                                                                                 1
381ce6fad97146ac706738e7866bffa2  Cartuchos HP                Os produtos chegaram no prazo previsto, na embalagem original e bem acondicionados.                                                                                                                                     1
381dca77b8ab41bad4a10e93e2a1dc12  BOA                         TUDO OK                                                                                                                                                                                                                 1
38231b52cbf8dd5f2f2d7a889d0bbb90  Faltou informação           Faltou informação substancial quanto às necessidades de outros aparelhos para instalação.                                                                                                                               1
38293117d9b01208d05a0cc29a90ad08  Produto entregue danifica   O produto foi entregue quebrado. nem foi preciso abrir a embalagem para perceber que o mesmo nao foi embalado corretamente                                                                                              1
382d855ffdd4f5e66594dbfb1566e96f  10                          Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?                                                                                                                              1
3830276a6bd371d5adf928c83c8790af  Recomendo                   ótimo produto, dentro das expectativas                                                                                                                                                                                  1
38324b179d74631345c76949f47e93ff  Não chegou                  Não chegou o meu produto. Quero saber o que aconteceu?                                                                                                                                                                  1
38400ef97dffe16a73de0e21168e0ba1  não recomendo               eles enviam o produto para der retirado no correio, e o correio só nos avisa após o produto ser devolvido                                                                                                               1
384ff29a95a2f69a476470d8de75ebdf  Perfeito                    Muito bom\r\n\r\n                                                                                                                                                                                                       1
38597374654799c5cc314b322a52b331  Tudo certo                  O pedido veio corretamente e dentro do prazo.                                                                                                                                                                           1
385eb8c971979c041e4a81a4cee8e1b2  Comprei dois e recebi um    Posso dizer que é a segunda vez que compro pelo stark primeira vez entregaram antes do prazo e tudo certo agora comprei duas luminárias entregaram uma só.                                                              1
38746e8fc612cf700a2e1bffd8412a39  Recomendo                   Muito satisfeita                                                                                                                                                                                                        1
38771b4c2d6eb43020ce603f400d109e  Ótima                       Eles cumprem o que divulgaram                                                                                                                                                                                           1
3886f67ed8ceaa103c108115ecc80905  entrega rapdo               entrega rapido                                                                                                                                                                                                          1
388d0584caf7a075f6c8bb6e67d7e00b  TOP                         Entrega muito rápida...Parabéns                                                                                                                                                                                         1
38906e7be876bb865ed0ca3238d140fa  produtos incompletos        Comprei 3 cadeiras, todas vieram faltando peças. nao consegui solicitar troca pelo site, dá erro de conexão. Também não consegui por telefone. soliciitei por e-mail e nao recebi retorno\r\nInsatisfeito               1
389c74864543c752ece2df3714bf36f4  Insatisfeitíssima           Sem comentários, não indico                                                                                                                                                                                             1
38a982cbe0fc0d4815c0ec8f582ad35c  Super recomendo             Loja atenciosa com os clientes super recomendo; alem de toda atençao com os clientes produto chegou antes do prazo\r\n                                                                                                  1
38b57347a0c958b44cba2698726267b6  RECOMENDO                   INSTALEI NA CASA DE MEUS PAIS,ESPERO QUE FUNCIONE QUANDO PRECISAR,TOMARA QUE NUNCA PRECISE POIS GAZ VAZANDO É MUITO PERIGOSO!!!!                                                                                        1
38b68a768c198f1b1f0a0a4a6444aef5  Função controle             Algumas funções do controle não funciona ; porém as funções básicas está ok                                                                                                                                             1
