geolocation_lat  geolocation_lng  geolocation_city                 
-20.300489       -40.293465       vitoria                                2
-23.501741       -46.792253       osasco                                 2
-15.801102       -47.892773       brasilia                               2
-15.801667       -47.944654       brasilia                               2
-23.541131       -46.652081       são paulo                              2
-25.444388       -49.267490       curitiba                               2
-25.001654       -47.934110       cananéia                               2
-25.444442       -51.867753       candoi                                 2
-25.444467       -49.292266       curitiba                               2
-29.153473       -51.214864       caxias do sul                          2
-27.099031       -52.615436       chapeco                                2
-27.099081       -53.593868       sao joao do oeste                      2
-27.099103       -48.913541       brusque                                2
-27.099157       -48.926818       brusque                                2
-18.215112       -49.729645       bom jesus                              2
-15.808028       -48.098310       brasilia                               2
-23.502084       -46.620351       sao paulo                              2
-25.040576       -51.537221       turvo                                  2
-20.773201       -51.695966       tres lagoas                            2
-25.030138       -54.241413       missal                                 2
-25.443796       -49.236827       curitiba                               2
-27.097213       -48.911064       brusque                                2
-20.773114       -41.668987       guacui                                 2
-18.213400       -49.751564       bom jesus de goias                     2
-22.960105       -43.051733       niteroi                                2
-18.239269       -43.624318       diamantina                             2
-20.775795       -49.398705       são josé do rio preto                  2
-22.910939       -43.108289       niteroi                                2
-22.910949       -43.185404       rio de janeiro                         2
-29.257019       -51.533294       garibaldi                              2
-22.911160       -43.687376       rio de janeiro                         2
-15.809080       -47.943459       cruzeiro                               2
-22.959596       -45.470120       socorro                                2
-23.541024       -46.642210       sao paulo                              2
-22.959559       -43.207153       rio de janeiro                         2
-29.887912       -50.269962       osorio                                 2
-15.809473       -47.888713       brasilia                               2
-20.773662       -45.270758       candeias                               2
-23.540998       -46.602562       sao paulo                              2
-15.809570       -43.310257       janauba                                2
-23.502208       -46.652181       sao paulo                              2
-22.910985       -43.188031       rio de janeiro                         2
-15.808644       -47.889802       brasilia                               2
-29.887710       -51.189188       canoas                                 2
-23.541074       -46.927225       itapevi                                2
-22.911029       -43.176371       rio de janeiro                         2
                 -47.047650       campinas                               2
-23.541069       -46.594790       sao paulo                              2
-23.541064       -46.591581       são paulo                              2
-29.256438       -53.046183       arroio do tigre                        2
-23.502234       -46.512812       sao paulo                              2
-29.148768       -51.148259       caxias do sul                          2
-15.808527       -47.942791       brasilia                               2
-18.215895       -49.736210       bom jesus                              2
-22.910891       -43.173014       rio de janeiro                         2
-29.150929       -51.174734       caxias do sul                          2
-23.541353       -46.518607       sao paulo                              2
-20.777914       -49.345233       são josé do rio preto                  2
-24.985746       -53.435794       cascavel                               2
-15.806484       -47.885913       brasilia                               2
-22.910547       -43.285857       rio de janeiro                         2
-18.244804       -43.596769       diamantina                             2
-18.244741       -43.601689       diamantina                             2
-20.777284       -49.398579       sao jose do rio preto                  2
-24.974695       -49.085223       tunas do parana                        2
-23.502014       -46.700194       são paulo                              2
-25.006785       -47.931290       cananeia                               2
-15.806732       -48.081552       brasilia                               2
-22.910708       -43.170707       rio de janeiro                         2
-15.805630       -47.892367       brasilia                               2
-27.100199       -52.624558       chapeco                                2
-23.541333       -46.660237       sao paulo                              2
-20.776692       -41.686057       guacui                                 2
-20.300902       -40.312824       vitoria                                2
-15.806007       -47.892250       brasilia                               2
-22.960433       -42.026185       arraial do cabo                        2
-15.806089       -47.933733       brasilia                               2
-23.502043       -46.586740       sao paulo                              2
-18.241546       -43.604946       diamantina                             2
-23.541381       -46.635523       sao paulo                              2
-23.541372       -46.567318       são paulo                              2
-22.910592       -42.929664       marica                                 2
-22.910708       -43.603173       rio de janeiro                         2
-22.959839       -43.202396       rio de janeiro                         2
-23.541179       -46.445158       são paulo                              2
-15.808180       -47.889632       brasília                               2
-22.959836       -43.201811       rio de janeiro                         2
-22.910743       -43.687498       rio de janeiro                         2
-20.775476       -49.366411       sao jose do rio preto                  2
-15.806872       -47.891566       brasilia                               2
-22.959821       -43.205189       rio de janeiro                         2
-22.910797       -43.193734       rio de janeiro                         2
-23.541250       -46.644201       sao paulo                              2
-22.910806       -43.106519       niteroi                                2
-23.541257       -46.184358       mogi das cruzes                        2
-23.502140       -46.679559       são paulo                              2
-23.541223       -46.782970       osasco                                 2
-22.910651       -43.184511       rio de janeiro                         2
-22.910662       -43.193045       rio de janeiro                         2
-23.541205       -46.758333       sao paulo                              2
-23.541203       -46.565804       são paulo                              2
-15.807211       -47.884755       brasilia                               2
-22.910669       -43.216838       rio de janeiro                         2
-15.807467       -48.065146       brasilia                               2
-18.236218       -43.596351       diamantina                             2
-29.242338       -51.424547       farroupilha                            2
-22.959772       -46.530526       braganca paulista                      2
-23.541263       -46.654883       sao paulo                              2
-18.237802       -43.595917       diamantina                             2
-19.880633       -43.830714       sabará                                 2
-5.177234        -40.662210       crateus                                2
-5.177505        -42.775350       teresina                               2
-5.178097        -37.336423       mossoro                                2
-5.178820        -37.365742       mossoro                                2
-23.636942       -46.545248       santo andré                            2
-22.609399       -46.060603       cambui                                 2
-23.149857       -50.346318       bandeirantes                           2
-31.335212       -54.112774       bage                                   2
-22.609633       -46.703249       serra negra                            2
-23.401439       -53.364688       ivate                                  2
-7.311273        -50.053118       rio maria                              2
-23.401457       -50.356849       ribeirao do pinhal                     2
-23.149691       -46.583818       atibaia                                2
-22.607240       -45.185798       piquete                                2
-22.118531       -51.381133       presidente prudente                    2
-23.718531       -46.562390       sao bernardo do campo                  2
-19.880143       -44.606638       para de minas                          2
-23.718505       -46.597104       sao bernardo do campo                  2
-23.718502       -46.534431       sao bernardo do campo                  2
-23.149297       -45.910819       sao jose dos campos                    2
-31.330819       -54.096395       bage                                   2
-23.401700       -51.441842       arapongas                              2
-19.879998       -44.021045       contagem                               2
-23.718123       -46.526695       sao bernardo do campo                  2
-22.118256       -45.059000       sao lourenco                           2
-22.612690       -46.058580       cambui                                 2
-23.146643       -50.516677       santa mariana                          2
-23.636365       -46.631113       sao paulo                              2
-22.612758       -46.698224       serra negra                            2
-22.118126       -43.207046       tres rios                              2
-23.146634       -45.780655       sao jose dos campos                    2
-23.636569       -46.559240       são caetano do sul                     2
-23.402011       -46.749601       sao paulo                              2
-19.940949       -43.960380       belo horizonte                         2
-23.636560       -46.651332       sao paulo                              2
-23.636557       -46.639559       são paulo                              2
-23.402391       -46.450631       guarulhos                              2
-23.402060       -46.746310       sao paulo                              2
-19.879368       -43.940830       belo horizonte                         2
-22.611082       -46.911762       santo antonio de posse                 2
-23.636658       -46.558061       sao caetano do sul                     2
-23.636657       -46.694780       sao paulo                              2
-23.636643       -46.516406       santo andre                            2
-22.611096       -48.795073       lençóis paulista                       2
-19.880846       -43.992992       belo horizonte                         2
-5.187925        -42.736999       teresina                               2
-22.119778       -51.381675       presidente prudente                    2
-22.608838       -45.181378       piquete                                2
-23.636596       -46.577338       sao caetano do sul                     2
-22.610731       -43.713676       paracambi                              2
-19.880999       -43.909835       belo horizonte                         2
-23.637301       -46.710492       sao paulo                              2
-5.153863        -38.090860       limoeiro do norte                      2
-22.122193       -45.065877       sao lourenco                           2
-22.604686       -42.744881       papucaia                               2
-29.601190       -51.183143       ivoti                                  2
-5.136672        -38.092949       limoeiro do norte                      2
-22.121752       -51.388034       presidente prudente                    2
-5.138361        -42.793531       teresina                               2
-23.717778       -46.597216       são bernardo do campo                  2
-5.138484        -42.781838       teresina                               2
-19.879966       -43.957501       belo horizonte                         2
-19.941033       -43.956324       belo horizonte                         2
-23.717677       -46.625258       diadema                                2
-23.399911       -46.397182       guarulhos                              2
-19.941035       -43.942596       belo horizonte                         2
-23.717602       -46.557782       sao bernardo do campo                  2
-5.120746        -35.642129       sao miguel do gostoso                  2
-23.718222       -46.553524       sao bernardo do campo                  2
-22.123247       -51.387514       presidente prudente                    2
-22.123157       -51.388812       presidente prudente                    2
-23.400028       -46.322613       aruja                                  2
-22.123012       -45.041256       sao lourenco                           2
-5.125701        -42.780486       teresina                               2
-22.121681       -51.387751       presidente prudente                    2
-5.180660        -37.353950       mossoro                                2
-23.636813       -46.639055       são paulo                              2
-23.636789       -46.778735       sao paulo                              2
-23.637058       -46.574885       são caetano do sul                     2
-5.181942        -37.358933       mossoro                                2
-22.608354       -46.923756       santo antonio de posse                 2
-22.121219       -51.383095       presidente prudente                    2
-22.608432       -43.224847       duque de caxias                        2
-23.401852       -47.006675       pirapora do bom jesus                  2
-5.156979        -44.300440       gonçalves dias                         2
-23.636999       -45.424896       caraguatatuba                          2
-19.881329       -44.039794       contagem                               2
-19.881031       -43.928344       belo horizonte                         2
-5.169951        -41.706864       juazeiro do piaui                      2
-23.400363       -46.399048       guarulhos                              2
-19.881240       -44.010933       belo horizonte                         2
-5.173028        -37.355882       mossoro                                2
-29.594740       -51.160992       ivoti                                  2
-22.120093       -45.511871       natercia                               2
-22.606175       -48.790094       lencois paulista                       2
-5.147841        -38.022794       limoeiro do norte                      2
-23.637082       -46.735433       são paulo                              2
-5.149525        -38.093606       limoeiro do norte                      2
-23.637073       -46.632774       sao paulo                              2
-5.150007        -44.300437       goncalves dias                         2
-23.400341       -46.746333       sao paulo                              2
-23.145172       -47.021516       itupeva                                2
-5.308640        -44.494510       presidente dutra                       2
-5.309616        -44.494493       presidente dutra                       2
-23.144419       -46.930002       jundiai                                2
-23.718658       -46.545253       sao bernardo do campo                  2
-22.116508       -51.407419       presidente prudente                    2
-23.718589       -46.545348       sao bernardo do campo                  2
-22.616260       -43.168245       mage                                   2
-5.318140        -41.553741       castelo do piaui                       2
-25.582106       -48.363006       pontal do parana                       2
-23.144269       -49.978037       jacarezinho                            2
-23.636415       -46.566379       são caetano do sul                     2
-23.635958       -46.637008       são paulo                              2
-5.336130        -48.153495       buriti do tocantins                    2
-22.116432       -45.059758       são lourenço                           2
-5.337917        -36.835411       carnaubais                             2
-19.878882       -43.963009       belo horizonte                         2
-22.116225       -45.053067       são lourenço                           2
-5.263086        -44.642387       tuntum                                 2
-25.573430       -52.053804       candoi                                 2
-25.573725       -51.079750       inacio martins                         2
-23.635828       -46.671439       sao paulo                              2
-22.612849       -50.663336       maracai                                2
-22.116094       -43.208913       tres rios                              2
-23.719152       -46.413122       ribeirao pires                         2
-23.404085       -50.358133       ribeirao do pinhal                     2
-22.620762       -50.671566       maracai                                2
-23.635562       -46.733258       sao paulo                              2
-5.371829        -49.128040       maraba                                 2
-5.373972        -49.124665       maraba                                 2
-23.403197       -46.388703       guarulhos                              2
-22.616996       -51.240071       nantes                                 2
-5.392270        -40.314639       independencia                          2
-5.401926        -40.308227       independencia                          2
-5.349666        -49.133898       maraba                                 2
-22.115924       -43.209009       tres rios                              2
-22.617352       -43.716754       paracambi                              2
-23.635975       -46.638902       sao paulo                              2
-23.403237       -53.365762       ivate                                  2
-22.617838       -48.801100       lencois paulista                       2
-23.140089       -46.921501       jundiai                                2
-22.617968       -47.007156       jaguariuna                             2
-5.362030        -45.632116       jenipapo dos vieiras                   2
-23.635783       -46.663680       são paulo                              2
-23.635775       -46.738111       sao paulo                              2
-5.363793        -49.102135       maraba                                 2
-19.879236       -43.661150       caete                                  2
-23.636019       -46.739227       sao paulo                              2
-23.636010       -46.637019       sao paulo                              2
-22.115517       -51.405171       presidente prudente                    2
-22.115851       -45.061074       sao lourenco                           2
-29.695426       -53.817182       santa maria                            2
-23.636289       -46.668396       sao paulo                              2
-23.148718       -46.603132       atibaia                                2
-5.206259        -37.355771       mossoro                                2
-28.389365       -53.935172       ijui                                   2
-19.941293       -43.917170       belo horizonte                         2
-23.636459       -46.503070       santo andré                            2
-23.718435       -46.693366       sao paulo                              2
-29.695294       -53.804647       santa maria                            2
-23.718429       -46.850946       itapecerica da serra                   2
-19.941337       -44.047205       contagem                               2
-23.636098       -46.659867       sao paulo                              2
-29.697071       -52.442261       santa cruz do sul                      2
-29.696995       -51.139447       novo hamburgo                          2
-23.718248       -46.555438       são bernardo do campo                  2
                                  sao bernardo do campo                  2
-19.879697       -43.900186       sabara                                 2
-27.799837       -49.490088       bom retiro                             2
-19.940883       -43.919900       belo horizonte                         2
-19.879628       -44.987764       nova serrana                           2
-27.802065       -50.346047       lages                                  2
-19.940904       -43.936065       belo horizonte                         2
-23.636435       -46.638159       sao paulo                              2
-23.636429       -46.640921       sao paulo                              2
-5.212682        -37.335105       mossoro                                2
-19.878838       -44.007248       belo horizonte                         2
-22.613803       -46.703123       serra negra                            2
-25.574038       -49.165863       são josé dos pinhais                   2
-23.636084       -46.638883       sao paulo                              2
-25.574075       -48.573483       paranagua                              2
-23.636055       -46.703435       sao paulo                              2
-22.614119       -45.182194       piquete                                2
-28.386325       -53.900434       ijui                                   2
-23.636241       -46.530809       santo andre                            2
-5.228596        -37.349220       mossoro                                2
-23.636238       -46.715331       são paulo                              2
-23.143400       -47.237486       indaiatuba                             2
-23.636316       -46.575397       sao caetano do sul                     2
-5.245264        -38.133293       tabuleiro do norte                     2
-23.403678       -46.466844       guarulhos                              2
-23.403689       -46.317221       aruja                                  2
-5.255911        -44.645958       tuntum                                 2
-5.257960        -44.644486       tuntum                                 2
-23.636156       -46.553825       sao caetano do sul                     2
-28.383968       -53.927427       ijui                                   2
-22.612213       -43.184398       mage                                   2
-23.402549       -45.014194       ubatuba                                2
-23.142859       -46.919051       jundiai                                2
-22.612518       -43.178651       mage                                   2
-28.389675       -53.917000       ijui                                   2
-23.143151       -46.539440       atibaia                                2
-23.716763       -46.577605       sao bernardo do campo                  2
-22.595886       -46.709993       serra negra                            2
-22.133236       -51.401286       presidente prudente                    2
-19.883559       -44.002339       belo horizonte                         2
-5.084975        -42.798532       teresina                               2
-22.131934       -51.399745       presidente prudente                    2
-22.596290       -44.077653       volta redonda                          2
-23.717162       -46.541850       sao bernardo do campo                  2
-19.883510       -44.593904       para de minas                          2
-23.639060       -46.755633       sao paulo                              2
-22.138735       -51.389024       presidente prudente                    2
-22.603215       -43.300804       duque de caxias                        2
-19.940304       -43.931985       belo horizonte                         2
-23.157065       -46.033769       são josé dos campos                    2
-23.639238       -46.562400       sao caetano do sul                     2
-5.082128        -42.776876       teresina                               2
-23.639197       -46.719397       sao paulo                              2
-23.156792       -45.904834       sao jose dos campos                    2
-5.082343        -42.773139       teresina                               2
-19.940353       -43.921104       belo horizonte                         2
-23.639162       -46.755392       sao paulo                              2
-23.639136       -46.674325       sao paulo                              2
-23.639126       -46.698978       sao paulo                              2
-23.639121       -46.504959       santo andre                            2
-5.086044        -42.759028       teresina                               2
-26.079406       -53.050191       francisco beltrao                      2
-22.596777       -43.190174       mage                                   2
-22.596949       -48.799761       lencois paulista                       2
-23.638718       -46.787510       taboao da serra                        2
-19.940512       -43.940391       belo horizonte                         2
-19.940515       -44.014987       belo horizonte                         2
-22.597090       -48.802559       lencois paulista                       2
-22.130022       -51.390118       presidente prudente                    2
-23.396743       -47.006615       pirapora do bom jesus                  2
-22.129743       -51.398808       presidente prudente                    2
-5.099839        -42.747575       teresina                               2
-5.086820        -42.794074       teresina                               2
-23.716770       -46.554199       sao bernardo do campo                  2
-22.597556       -43.176153       mage                                   2
-23.638573       -46.668037       sao paulo                              2
-23.638548       -46.546158       santo andre                            2
-23.638546       -46.793101       taboao da serra                        2
-23.638868       -46.611565       sao paulo                              2
-23.638818       -46.646246       sao paulo                              2
-23.397059       -51.932715       maringa                                2
-22.133942       -42.779748       teresopolis                            2
-23.397116       -51.933046       maringa                                2
-23.639107       -46.540958       santo andre                            2
-26.077639       -53.057480       francisco beltrao                      2
-19.940604       -43.945270       belo horizonte                         2
-19.940518       -43.930264       belo horizonte                         2
-5.079272        -42.780622       teresina                               2
-22.139250       -51.399461       presidente prudente                    2
-5.079534        -42.798662       teresina                               2
-23.160053       -49.987485       jacarezinho                            2
-5.075748        -42.775063       teresina                               2
-5.075803        -42.755083       teresina                               2
-25.581960       -49.398635       araucaria                              2
-22.592977       -46.528663       socorro                                2
-23.396538       -46.391828       guarulhos                              2
-19.940145       -43.968366       belo horizonte                         2
-22.143635       -51.411959       presidente prudente                    2
-5.082948        -42.795833       teresina                               2
-23.639744       -46.665032       são paulo                              2
-31.390529       -52.672630       cangucu                                2
-22.589400       -43.187199       mage                                   2
-19.940171       -43.935981       belo horizonte                         2
-23.158887       -49.973272       jacarezinho                            2
-23.395335       -51.958502       maringa                                2
-23.395391       -51.916117       maringa                                2
-19.940191       -43.967737       belo horizonte                         2
-23.158156       -46.865079       jundiai                                2
-23.395629       -45.006578       ubatuba                                2
-19.940191       -43.957075       belo horizonte                         2
-23.395679       -46.321859       aruja                                  2
-23.159730       -49.973197       jacarezinho                            2
-22.136445       -51.385804       presidente prudente                    2
-19.940359       -43.933034       belo horizonte                         2
-27.816387       -50.339404       lages                                  2
-5.084206        -42.748033       teresina                               2
-5.084288        -42.747413       teresina                               2
-5.079554        -48.428119       sao pedro da agua branca               2
-5.080319        -42.811140       teresina                               2
-19.940369       -43.921435       belo horizonte                         2
-5.080599        -42.758246       teresina                               2
-25.587430       -49.396365       araucaria                              2
-22.141190       -51.399912       presidente prudente                    2
-22.140331       -47.452311       santa cruz da conceicao                2
-22.591743       -46.521110       socorro                                2
-23.716406       -46.522550       são bernardo do campo                  2
-25.578801       -49.416721       araucaria                              2
-5.077693        -42.759933       teresina                               2
-22.139924       -51.402065       presidente prudente                    2
-29.696177       -53.809884       santa maria                            2
-23.716183       -46.697995       sao paulo                              2
-23.160177       -45.899135       são josé dos campos                    2
-22.139656       -51.174414       martinopolis                           2
-22.591440       -46.520395       socorro                                2
-22.591588       -42.736644       papucaia                               2
-22.591653       -47.521110       iracemapolis                           2
-25.580919       -49.390135       araucaria                              2
-19.940457       -43.946671       belo horizonte                         2
-5.120746        -35.642129       sao miguel de touros                   2
-19.882599       -43.942412       belo horizonte                         2
-22.124018       -51.419494       presidente prudente                    2
-22.604193       -43.702605       paracambi                              2
-22.601440       -43.694959       paracambi                              2
-19.940845       -43.922421       belo horizonte                         2
-23.717979       -46.546045       sao bernardo do campo                  2
-19.882441       -43.929022       belo horizonte                         2
-23.637760       -46.529162       santo andre                            2
                                  santo andré                            2
-5.112995        -42.795094       teresina                               2
-23.397888       -51.922960       maringa                                2
-19.882413       -43.953809       belo horizonte                         2
-23.637743       -46.677301       sao paulo                              2
-23.153430       -46.916075       jundiaí                                2
-23.637732       -46.662261       são paulo                              2
-23.398462       -46.753285       são paulo                              2
-23.638006       -46.554028       sao caetano do sul                     2
-22.602007       -48.812729       lencois paulista                       2
-23.153423       -49.978392       jacarezinho                            2
-22.126746       -51.381015       presidente prudente                    2
-5.106240        -42.808156       teresina                               2
-23.398549       -46.326843       arujá                                  2
-23.398568       -46.324868       aruja                                  2
-23.637751       -46.670271       sao paulo                              2
-23.637387       -46.544377       santo andre                            2
-19.881706       -43.928928       belo horizonte                         2
-23.637323       -46.754605       são paulo                              2
-23.400100       -46.747467       sao paulo                              2
-19.940677       -43.958126       belo horizonte                         2
-23.150799       -46.553519       atibaia                                2
-23.637534       -46.631889       são paulo                              2
-19.881519       -43.977408       belo horizonte                         2
-23.400324       -51.958998       maringa                                2
-23.150583       -46.546423       atibaia                                2
-23.637497       -46.574113       sao caetano do sul                     2
-23.637487       -46.574114       são caetano do sul                     2
-19.882599       -43.931859       belo horizonte                         2
-19.940702       -43.913707       belo horizonte                         2
-23.637693       -46.566374       sao caetano do sul                     2
-23.399400       -47.011484       pirapora do bom jesus                  2
-23.637644       -46.952260       cotia                                  2
-27.808254       -50.301931       lages                                  2
-5.118556        -42.801293       teresina                               2
-27.808301       -50.318928       lages                                  2
-5.119492        -42.803053       teresina                               2
-23.637817       -46.791779       taboao da serra                        2
-23.637816       -46.687133       sao paulo                              2
-23.637806       -46.666327       são paulo                              2
                                  sao paulo                              2
-23.398759       -47.006508       pirapora do bom jesus                  2
-23.397581       -45.886690       santa branca                           2
-23.716958       -46.550558       são bernardo do campo                  2
-5.095307        -42.804783       teresina                               2
-22.598580       -43.692784       paracambi                              2
-23.397647       -45.886946       santa branca                           2
-22.598622       -43.293335       duque de caxias                        2
-19.883300       -43.930140       belo horizonte                         2
-23.717508       -46.619262       diadema                                2
-23.397651       -46.320340       arujá                                  2
-5.096038        -42.789174       teresina                               2
-23.638278       -46.736886       sao paulo                              2
-23.153312       -47.010574       jundiai                                2
-28.376486       -53.903133       ijui                                   2
-5.097063        -42.822567       timon                                  2
-19.883254       -43.854415       sabara                                 2
-22.599012       -48.804809       lencois paulista                       2
-23.157715       -49.989382       jacarezinho                            2
-28.387547       -49.373839       lauro muller                           2
-23.157441       -45.894422       sao jose dos campos                    2
-31.364807       -51.977018       sao lourenco do sul                    2
-23.638453       -46.717797       sao paulo                              2
-31.332350       -54.099428       bage                                   2
-22.599254       -47.379810       limeira                                2
-31.332490       -54.105360       bage                                   2
-5.096635        -42.760350       teresina                               2
-22.599298       -46.526664       socorro                                2
-22.599453       -48.783785       lencois paulista                       2
-5.108256        -42.788475       teresina                               2
-5.108404        -42.810275       teresina                               2
-5.108521        -42.803182       teresina                               2
-23.638196       -46.640328       são paulo                              2
-22.126185       -51.394877       presidente prudente                    2
-19.883336       -43.997598       belo horizonte                         2
-5.108705        -38.363786       morada nova                            2
-23.638121       -46.713915       sao paulo                              2
-23.638109       -46.645845       são paulo                              2
-22.131041       -42.904510       sao jose do vale do rio preto          2
-5.104649        -45.082855       sao raimundo do doca bezerra           2
-23.638031       -46.683995       sao paulo                              2
-23.638025       -46.697628       são paulo                              2
-23.638023       -46.541306       santo andre                            2
-22.600536       -43.692597       paracambi                              2
-23.638331       -46.669268       sao paulo                              2
-23.398669       -46.512483       guarulhos                              2
-22.600566       -43.037668       santo aleixo                           2
-22.600744       -43.291468       duque de caxias                        2
-23.153045       -49.988876       jacarezinho                            2
-5.101955        -42.794918       teresina                               2
-23.397428       -46.385890       guarulhos                              2
-5.104649        -45.082855       são raimundo do doca bezerra           2
-5.100030        -42.785252       teresina                               2
-23.632966       -46.733004       sao paulo                              2
-23.632963       -46.712867       sao paulo                              2
-23.632949       -46.639736       sao paulo                              2
-22.646096       -43.415523       nova iguacu                            2
-22.646112       -50.408275       assis                                  2
-22.646177       -50.413614       assis                                  2
-5.801114        -35.207787       natal                                  2
-5.801166        -35.208743       natal                                  2
-5.801321        -35.205685       natal                                  2
-5.792597        -35.206777       natal                                  2
-23.633060       -46.751122       sao paulo                              2
-23.635582       -45.432459       caraguatatuba                          2
-5.793308        -35.200269       natal                                  2
-23.408537       -49.100752       itai                                   2
-19.875350       -43.981222       belo horizonte                         2
-5.794181        -35.205919       natal                                  2
-22.644323       -47.187567       cosmopolis                             2
-5.796190        -35.220310       natal                                  2
-22.644355       -43.271212       duque de caxias                        2
-23.408739       -51.943364       maringa                                2
-5.788072        -35.202382       natal                                  2
-19.942589       -43.917408       belo horizonte                         2
-22.071747       -48.742987       bariri                                 2
-19.942610       -43.481539       barao de cocais                        2
-19.942480       -43.957366       belo horizonte                         2
-23.632901       -46.635179       são paulo                              2
-23.408956       -50.358989       ribeirão do pinhal                     2
-23.721449       -46.523831       sao bernardo do campo                  2
-23.125967       -46.558839       atibaia                                2
-22.647218       -47.182952       cosmopolis                             2
-5.802838        -35.201643       natal                                  2
-23.721331       -46.533703       são bernardo do campo                  2
-5.802867        -36.885541       são rafael                             2
-22.069561       -45.263350       olimpio noronha                        2
-22.647457       -43.653008       japeri                                 2
-22.647516       -47.189963       cosmópolis                             2
-19.942429       -43.947964       belo horizonte                         2
-23.632976       -46.734229       sao paulo                              2
-22.647828       -43.256164       duque de caxias                        2
-19.942450       -44.184122       betim                                  2
-22.645024       -43.644892       japeri                                 2
-23.632841       -46.531943       santo andre                            2
-22.645493       -43.283932       duque de caxias                        2
-22.067424       -46.575538       andradas                               2
-23.633002       -46.695123       sao paulo                              2
-22.067095       -46.980670       aguai                                  2
-23.408411       -46.355002       aruja                                  2
-23.632994       -46.690001       sao paulo                              2
-23.632991       -46.502170       santo andre                            2
-22.645947       -43.222354       duque de caxias                        2
-5.804767        -35.204150       natal                                  2
-19.942106       -43.935851       belo horizonte                         2
-23.721543       -46.568112       sao bernardo do campo                  2
-5.784448        -35.196756       natal                                  2
-5.785570        -35.197858       natal                                  2
-23.127588       -47.235181       indaiatuba                             2
-23.633366       -46.771780       sao paulo                              2
-5.756857        -35.248756       natal                                  2
-22.084367       -48.734968       bariri                                 2
-22.084299       -41.870110       conceicao de macabu                    2
-5.759070        -35.267184       natal                                  2
-23.633508       -46.682584       são paulo                              2
-22.071538       -50.306312       quintana                               2
-23.633505       -46.642340       sao paulo                              2
-23.407789       -46.841349       cajamar                                2
-23.127382       -46.553801       atibaia                                2
-22.083419       -41.876310       conceicao de macabu                    2
-23.633475       -46.697045       sao paulo                              2
-23.633469       -46.594847       sao paulo                              2
-23.407886       -46.864880       cajamar                                2
-5.777137        -35.199029       natal                                  2
-23.633614       -46.705078       sao paulo                              2
-5.777433        -35.198384       natal                                  2
-22.643669       -43.655948       japeri                                 2
-5.743603        -39.627509       mombaca                                2
-5.760144        -35.276681       natal                                  2
-19.875292       -43.994073       belo horizonte                         2
-19.875284       -43.935607       belo horizonte                         2
-23.633117       -46.472266       sao paulo                              2
-19.875264       -43.935716       belo horizonte                         2
-27.774803       -54.232205       tres de maio                           2
-19.942610       -43.982480       belo horizonte                         2
-19.942620       -50.536487       populina                               2
